income,fixed_expenses,weekly_food_spending,weekly_transport_spending,subscription_services_count,employment_status,age,last_month_spending,savings_last_month,next_month_spending_prediction,saving_suggestion
44785000,15599000,1641000,965000,2,Part-time,60,3345000,41440000,26346494.28,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48301000,12170000,761000,125000,8,Full-time,29,31982000,16319000,14853977.81,Kurangi langganan aplikasi jasa yang jarang digunakan.
40537000,8806000,2611000,928000,2,Businessman,35,17296000,23241000,27144232.82,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33801000,7260000,2404000,861000,8,Contract,46,27919000,5882000,24018715.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
39356000,13094000,456000,159000,6,Freelance,60,15849000,23507000,18364112.9,Kurangi langganan aplikasi jasa yang jarang digunakan.
45959000,15130000,1656000,147000,0,Businessman,62,15463000,30496000,26687758.53,"Sudah cukup hemat, pertahankan kebiasaan menabung."
40025000,14871000,1561000,593000,8,Businessman,44,15937000,24088000,30107529.06,Kurangi langganan aplikasi jasa yang jarang digunakan.
21074000,4411000,302000,877000,1,Student,45,18084000,2990000,8825786.96,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
31671000,10502000,1897000,178000,0,Student,34,5821000,25850000,16544298.68,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48864000,11894000,2426000,576000,3,Contract,56,8095000,40769000,24693926.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38093000,9941000,2682000,277000,1,Freelance,54,18287000,19806000,25951177.11,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49299000,16393000,2127000,362000,0,Full-time,62,43844000,5455000,26171008.77,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47426000,16152000,969000,470000,10,Businessman,26,25030000,22396000,29257906.82,Kurangi langganan aplikasi jasa yang jarang digunakan.
19515000,4240000,1322000,379000,1,Businessman,35,10941000,8574000,13238154.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
45750000,17636000,2924000,473000,1,Freelance,34,6352000,39398000,33986123.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
27260000,7110000,974000,320000,8,Contract,32,7342000,19918000,13659373.67,Kurangi langganan aplikasi jasa yang jarang digunakan.
24250000,5982000,1026000,311000,8,Full-time,62,18303000,5947000,11185330.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
9621000,2294000,390000,134000,6,Freelance,42,3244000,6377000,4993158.904,Kurangi langganan aplikasi jasa yang jarang digunakan.
27064000,9611000,773000,420000,7,Contract,48,4754000,22310000,14782143.82,Kurangi langganan aplikasi jasa yang jarang digunakan.
43087000,10597000,1993000,777000,6,Freelance,35,9813000,33274000,24971306.52,Kurangi langganan aplikasi jasa yang jarang digunakan.
20775000,7013000,981000,780000,4,Contract,56,9573000,11202000,13944194.49,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
31794000,8532000,1452000,523000,4,Contract,43,8862000,22932000,17746943.29,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34036000,10788000,397000,828000,4,Contract,52,19352000,14684000,16661772.13,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31181000,9386000,1470000,547000,9,Part-time,55,20252000,10929000,17247098.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
33988000,9886000,2289000,558000,2,Contract,21,20259000,13729000,23157998.3,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35945000,12905000,1876000,991000,8,Contract,27,5216000,30729000,26033871.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
38710000,11625000,768000,408000,7,Part-time,32,3270000,35440000,16621365.11,Kurangi langganan aplikasi jasa yang jarang digunakan.
31477000,9367000,2949000,695000,6,Contract,48,20268000,11209000,25758486.07,Kurangi langganan aplikasi jasa yang jarang digunakan.
31586000,7358000,2075000,556000,10,Contract,32,14910000,16676000,18656154.57,Kurangi langganan aplikasi jasa yang jarang digunakan.
22685000,7133000,1574000,972000,3,Part-time,50,9320000,13365000,17912359.2,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
28466000,11021000,2103000,961000,2,Student,51,10277000,18189000,20698117.38,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
22958000,6849000,972000,965000,9,Contract,61,6903000,16055000,15902120.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
49907000,10228000,2713000,998000,2,Freelance,29,29375000,20532000,29238431.77,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22939000,5573000,2882000,176000,6,Part-time,56,3010000,19929000,17967774.95,Kurangi langganan aplikasi jasa yang jarang digunakan.
40610000,9067000,1965000,277000,6,Student,51,13947000,26663000,16169502.06,Kurangi langganan aplikasi jasa yang jarang digunakan.
34723000,12212000,946000,666000,7,Contract,65,5520000,29203000,19820005.59,Kurangi langganan aplikasi jasa yang jarang digunakan.
34777000,7234000,2526000,949000,2,Businessman,49,4999000,29778000,25310117.82,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
45333000,15732000,858000,797000,4,Businessman,43,15512000,29821000,28783176.37,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34552000,8227000,595000,920000,6,Contract,64,18575000,15977000,14838672.59,Kurangi langganan aplikasi jasa yang jarang digunakan.
30119000,8529000,2403000,691000,8,Part-time,57,8895000,21224000,21425533.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
46595000,12351000,1015000,249000,8,Contract,20,17165000,29430000,18438104.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
30485000,10249000,2506000,853000,8,Student,48,22517000,7968000,20345525.51,Kurangi langganan aplikasi jasa yang jarang digunakan.
38744000,14069000,2258000,298000,8,Student,53,5837000,32907000,22304189.28,Kurangi langganan aplikasi jasa yang jarang digunakan.
49994000,14357000,338000,306000,5,Part-time,39,21841000,28153000,15667649.35,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24207000,5788000,674000,221000,0,Contract,44,3147000,21060000,9893737.638,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29548000,8679000,2277000,505000,0,Businessman,60,16228000,13320000,22039313.68,"Kurangi makan di luar, coba masak sendiri di rumah."
44323000,10750000,2405000,426000,0,Student,52,23563000,20760000,21707098.18,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30540000,10091000,1425000,370000,2,Full-time,42,14829000,15711000,20421164.49,"Sudah cukup hemat, pertahankan kebiasaan menabung."
10455000,3114000,686000,502000,9,Part-time,30,8153000,2302000,7370290.908,Kurangi langganan aplikasi jasa yang jarang digunakan.
36554000,9097000,2750000,334000,10,Businessman,29,26339000,10215000,27982488.31,Kurangi langganan aplikasi jasa yang jarang digunakan.
39962000,13147000,2501000,416000,7,Contract,24,15630000,24332000,25393590.58,Kurangi langganan aplikasi jasa yang jarang digunakan.
25949000,8189000,1618000,581000,5,Contract,42,16403000,9546000,19198890.01,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35956000,11889000,1137000,513000,0,Freelance,26,20670000,15286000,18139008.83,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35097000,13440000,1201000,638000,6,Contract,30,11084000,24013000,21146259.99,Kurangi langganan aplikasi jasa yang jarang digunakan.
18870000,5775000,1914000,305000,1,Contract,37,16706000,2164000,14467078.51,"Kurangi makan di luar, coba masak sendiri di rumah."
5463000,1451000,301000,517000,3,Student,39,4340000,1123000,4453138.806,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
18174000,4209000,671000,485000,2,Contract,18,7429000,10745000,10041885.4,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
31365000,7316000,1429000,220000,2,Contract,42,15432000,15933000,14337152.34,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49754000,13585000,2288000,518000,1,Part-time,34,22367000,27387000,26615963.1,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20370000,6141000,1457000,930000,8,Part-time,37,9060000,11310000,15577237.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
16168000,6453000,1212000,386000,0,Part-time,41,10108000,6060000,13455297.19,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41231000,15512000,534000,446000,9,Student,58,25266000,15965000,16607725.4,Kurangi langganan aplikasi jasa yang jarang digunakan.
11662000,4505000,545000,323000,3,Part-time,61,8376000,3286000,7299453.484,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
14162000,5530000,433000,803000,0,Full-time,27,6337000,7825000,11350812.3,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
28403000,8960000,377000,956000,8,Student,38,3940000,24463000,13244609.41,Kurangi langganan aplikasi jasa yang jarang digunakan.
36069000,8174000,511000,707000,1,Businessman,51,30923000,5146000,14296718.22,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31110000,10231000,2132000,910000,5,Student,58,21873000,9237000,20595638.22,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
32270000,9907000,1536000,737000,9,Full-time,25,25399000,6871000,18585347.86,Kurangi langganan aplikasi jasa yang jarang digunakan.
14818000,4918000,1819000,488000,8,Part-time,25,8590000,6228000,13733484.83,Kurangi langganan aplikasi jasa yang jarang digunakan.
35054000,7663000,1097000,425000,2,Student,25,22354000,12700000,13699948.56,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26793000,8702000,2573000,888000,10,Freelance,60,12420000,14373000,24405338.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
41676000,15595000,2678000,657000,4,Freelance,18,6080000,35596000,32121085.28,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43071000,15096000,2190000,172000,2,Student,24,24307000,18764000,23059601.63,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47759000,15613000,1517000,797000,3,Businessman,56,27520000,20239000,28988908.75,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17169000,5214000,2661000,100000,9,Student,62,10953000,6216000,15022227.4,Kurangi langganan aplikasi jasa yang jarang digunakan.
21891000,4637000,1617000,737000,5,Full-time,52,15359000,6532000,15854831.42,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
47909000,18651000,824000,718000,8,Freelance,34,20394000,27515000,28721042.83,Kurangi langganan aplikasi jasa yang jarang digunakan.
41721000,10270000,366000,628000,6,Businessman,44,33959000,7762000,15538404,Kurangi langganan aplikasi jasa yang jarang digunakan.
20556000,4136000,953000,416000,7,Full-time,55,16269000,4287000,9382470.193,Kurangi langganan aplikasi jasa yang jarang digunakan.
30091000,8117000,485000,651000,2,Businessman,49,22688000,7403000,15128217.38,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22200000,4675000,2269000,583000,1,Full-time,46,14970000,7230000,18350164.13,"Kurangi makan di luar, coba masak sendiri di rumah."
43318000,15866000,522000,268000,8,Contract,42,13738000,29580000,20226797.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
26323000,10114000,826000,393000,5,Freelance,63,6342000,19981000,16752514.59,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41512000,8612000,2078000,561000,7,Businessman,61,27164000,14348000,20221962.68,Kurangi langganan aplikasi jasa yang jarang digunakan.
37050000,9992000,500000,383000,4,Freelance,41,29815000,7235000,13188889.8,"Sudah cukup hemat, pertahankan kebiasaan menabung."
7860000,2834000,375000,798000,2,Full-time,36,3303000,4557000,8262624.436,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23915000,6396000,653000,165000,8,Student,41,4145000,19770000,8699877.346,Kurangi langganan aplikasi jasa yang jarang digunakan.
35309000,12984000,1113000,739000,2,Freelance,27,28881000,6428000,20918191.32,"Sudah cukup hemat, pertahankan kebiasaan menabung."
28749000,6441000,2888000,698000,9,Businessman,34,5253000,23496000,24653098.97,Kurangi langganan aplikasi jasa yang jarang digunakan.
15787000,5138000,2148000,462000,7,Full-time,41,11718000,4069000,17611253.73,Kurangi langganan aplikasi jasa yang jarang digunakan.
32808000,7476000,2895000,235000,9,Freelance,41,10444000,22364000,21543973.59,Kurangi langganan aplikasi jasa yang jarang digunakan.
21257000,6419000,2077000,288000,0,Freelance,20,9773000,11484000,17794168.61,"Kurangi makan di luar, coba masak sendiri di rumah."
27694000,10032000,559000,382000,0,Contract,20,19813000,7881000,15710991.76,"Sudah cukup hemat, pertahankan kebiasaan menabung."
13245000,3296000,1557000,187000,1,Businessman,54,10443000,2802000,13637360.87,"Kurangi makan di luar, coba masak sendiri di rumah."
45605000,16137000,2849000,839000,6,Student,30,24548000,21057000,28774913.5,Kurangi langganan aplikasi jasa yang jarang digunakan.
49699000,16133000,803000,461000,0,Freelance,26,22088000,27611000,24530162.08,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22296000,6090000,2247000,805000,3,Contract,30,12852000,9444000,20490074.57,"Kurangi makan di luar, coba masak sendiri di rumah."
20028000,4101000,1782000,215000,1,Part-time,30,17077000,2951000,12716191.33,"Kurangi makan di luar, coba masak sendiri di rumah."
48454000,16709000,1346000,859000,10,Freelance,33,31137000,17317000,28746373.33,Kurangi langganan aplikasi jasa yang jarang digunakan.
33977000,11528000,2594000,443000,5,Contract,42,24187000,9790000,26844644.22,"Kurangi makan di luar, coba masak sendiri di rumah."
23908000,6080000,967000,905000,6,Freelance,43,8178000,15730000,14699400.28,Kurangi langganan aplikasi jasa yang jarang digunakan.
26457000,6742000,1674000,804000,0,Student,60,4330000,22127000,14697968.13,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
47425000,10492000,1228000,773000,6,Full-time,56,12844000,34581000,19771076.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
33114000,12100000,933000,789000,9,Full-time,32,27073000,6041000,18989269.58,Kurangi langganan aplikasi jasa yang jarang digunakan.
22277000,6868000,2292000,548000,7,Contract,63,8364000,13913000,19411550.02,Kurangi langganan aplikasi jasa yang jarang digunakan.
40496000,14002000,2500000,747000,4,Part-time,24,35811000,4685000,30176081.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
45818000,11331000,319000,384000,6,Student,42,4515000,41303000,12648201.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
29232000,6445000,2367000,275000,1,Contract,52,3515000,25717000,18102295.38,"Kurangi makan di luar, coba masak sendiri di rumah."
35048000,13594000,1590000,723000,0,Part-time,25,17333000,17715000,24269736.11,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47604000,15382000,1669000,916000,8,Businessman,56,26857000,20747000,33600076.4,Kurangi langganan aplikasi jasa yang jarang digunakan.
20468000,4755000,2793000,979000,7,Contract,61,4350000,16118000,20670159.32,Kurangi langganan aplikasi jasa yang jarang digunakan.
18551000,4656000,656000,483000,8,Freelance,61,4202000,14349000,10545811.5,Kurangi langganan aplikasi jasa yang jarang digunakan.
25682000,5445000,1254000,112000,9,Freelance,21,19564000,6118000,10743734.61,Kurangi langganan aplikasi jasa yang jarang digunakan.
3652000,1208000,303000,161000,9,Businessman,36,3222000,430000,3528941.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
40116000,15826000,1820000,970000,4,Businessman,25,29945000,10171000,33559287.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
45233000,15898000,1549000,261000,5,Contract,43,25933000,19300000,26997627.81,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22144000,4670000,1013000,508000,8,Contract,63,17613000,4531000,10988783.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
47920000,17590000,1209000,796000,5,Businessman,42,20252000,27668000,32763587.53,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36883000,10885000,738000,657000,1,Freelance,35,19030000,17853000,16181252.57,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32242000,10088000,1457000,147000,7,Contract,26,10544000,21698000,16732410.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
34288000,8063000,854000,405000,6,Part-time,58,25449000,8839000,14324729.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
10550000,3274000,716000,800000,3,Part-time,62,6137000,4413000,9022308.07,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
27590000,8945000,454000,228000,10,Contract,27,21917000,5673000,12248722.57,Kurangi langganan aplikasi jasa yang jarang digunakan.
32899000,8687000,1518000,402000,0,Contract,60,13110000,19789000,18267415.7,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49804000,16329000,2395000,752000,1,Full-time,55,29959000,19845000,28955889.84,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18345000,5483000,1859000,789000,3,Part-time,42,16237000,2108000,14693755.33,"Kurangi makan di luar, coba masak sendiri di rumah."
39764000,9505000,378000,208000,10,Freelance,55,32831000,6933000,12472946.58,Kurangi langganan aplikasi jasa yang jarang digunakan.
44312000,15242000,2746000,212000,1,Part-time,64,26265000,18047000,27184936.33,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21634000,8578000,2566000,410000,7,Part-time,59,13027000,8607000,20198652.74,Kurangi langganan aplikasi jasa yang jarang digunakan.
11326000,3533000,726000,973000,0,Businessman,28,6259000,5067000,12664620.27,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
17329000,3615000,2550000,225000,7,Student,65,4758000,12571000,13579710.93,Kurangi langganan aplikasi jasa yang jarang digunakan.
28823000,10923000,2793000,462000,3,Part-time,47,7354000,21469000,24034928.91,"Kurangi makan di luar, coba masak sendiri di rumah."
22079000,5585000,2269000,999000,0,Freelance,32,6816000,15263000,20041008.93,"Kurangi makan di luar, coba masak sendiri di rumah."
31110000,11825000,2920000,393000,9,Freelance,33,7126000,23984000,28000575.92,Kurangi langganan aplikasi jasa yang jarang digunakan.
34704000,7685000,2517000,874000,9,Full-time,39,26126000,8578000,22365578.26,Kurangi langganan aplikasi jasa yang jarang digunakan.
39815000,11806000,433000,601000,6,Part-time,26,34495000,5320000,17605838.62,Kurangi langganan aplikasi jasa yang jarang digunakan.
31293000,7015000,2392000,764000,5,Full-time,21,26138000,5155000,21206469.9,"Kurangi makan di luar, coba masak sendiri di rumah."
22153000,7110000,2672000,126000,10,Businessman,25,10592000,11561000,21073472.77,Kurangi langganan aplikasi jasa yang jarang digunakan.
17764000,4535000,2981000,226000,10,Part-time,37,5472000,12292000,17219874.79,Kurangi langganan aplikasi jasa yang jarang digunakan.
29977000,10967000,1084000,677000,1,Freelance,41,3152000,26825000,19526489.62,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43278000,15013000,1729000,488000,1,Student,57,8048000,35230000,21751354.36,"Sudah cukup hemat, pertahankan kebiasaan menabung."
37218000,11713000,315000,639000,5,Contract,32,25158000,12060000,17371052.56,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26656000,5857000,1008000,583000,4,Student,23,12519000,14137000,10534977.48,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31238000,9698000,2721000,317000,6,Businessman,43,12434000,18804000,27190661.33,Kurangi langganan aplikasi jasa yang jarang digunakan.
22427000,7897000,2144000,517000,7,Student,21,14589000,7838000,17619424.09,Kurangi langganan aplikasi jasa yang jarang digunakan.
34431000,9645000,2018000,148000,10,Freelance,25,16064000,18367000,21591616.28,Kurangi langganan aplikasi jasa yang jarang digunakan.
14731000,5077000,394000,972000,4,Contract,26,8528000,6203000,11268877.72,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
34096000,12982000,1373000,619000,0,Full-time,23,14305000,19791000,24233856.21,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48657000,12666000,1981000,602000,5,Freelance,27,29394000,19263000,27086602.15,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36760000,9648000,1122000,549000,0,Businessman,38,11104000,25656000,19903284.61,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32705000,10024000,797000,912000,5,Contract,21,28553000,4152000,17738124.7,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
20517000,5374000,1478000,554000,5,Full-time,50,6288000,14229000,14509264.36,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
15105000,4236000,428000,662000,0,Contract,44,5223000,9882000,8561433.247,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
40745000,9941000,2684000,456000,3,Freelance,29,8563000,32182000,23948511.01,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35847000,8239000,314000,275000,6,Businessman,57,24077000,11770000,11061820.26,Kurangi langganan aplikasi jasa yang jarang digunakan.
37876000,14450000,1980000,491000,2,Full-time,61,13000000,24876000,27665806.01,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23451000,9310000,2515000,238000,2,Freelance,26,16348000,7103000,23523759.69,"Kurangi makan di luar, coba masak sendiri di rumah."
25635000,6443000,2590000,987000,8,Contract,47,9145000,16490000,22284440.32,Kurangi langganan aplikasi jasa yang jarang digunakan.
42355000,16709000,1234000,239000,4,Contract,31,4524000,37831000,24056131.74,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31162000,11446000,996000,861000,2,Businessman,44,25123000,6039000,21081619.53,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
36225000,13940000,2068000,783000,2,Businessman,47,28143000,8082000,31232997.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48996000,19327000,961000,328000,7,Freelance,31,36576000,12420000,26253981.73,Kurangi langganan aplikasi jasa yang jarang digunakan.
20318000,5656000,1079000,522000,9,Student,42,4182000,16136000,11104726.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
14875000,5772000,1110000,788000,0,Contract,49,10167000,4708000,13380749.54,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
40310000,8310000,846000,217000,10,Contract,25,9230000,31080000,14336488.81,Kurangi langganan aplikasi jasa yang jarang digunakan.
39526000,10932000,2418000,328000,9,Part-time,58,8666000,30860000,21398959.51,Kurangi langganan aplikasi jasa yang jarang digunakan.
21416000,7509000,1139000,580000,0,Full-time,50,17195000,4221000,14218516.46,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
21105000,5831000,2866000,853000,10,Full-time,59,18535000,2570000,23795823.48,Kurangi langganan aplikasi jasa yang jarang digunakan.
19264000,3905000,607000,532000,7,Freelance,58,4479000,14785000,9687720.41,Kurangi langganan aplikasi jasa yang jarang digunakan.
30573000,10507000,1591000,109000,7,Contract,49,4161000,26412000,18201816.26,Kurangi langganan aplikasi jasa yang jarang digunakan.
36718000,8809000,2371000,348000,0,Full-time,50,17940000,18778000,21515510.38,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30934000,7434000,2348000,518000,4,Student,45,26968000,3966000,15501336.1,"Kurangi makan di luar, coba masak sendiri di rumah."
43933000,11409000,351000,421000,4,Freelance,58,36489000,7444000,18810234.74,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47749000,13242000,1051000,953000,10,Part-time,50,24536000,23213000,19179990.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
34081000,8160000,1685000,201000,3,Part-time,30,18047000,16034000,15961870.37,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32355000,8331000,2197000,475000,7,Contract,18,22095000,10260000,20865463.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
47687000,15836000,2934000,702000,9,Contract,63,40721000,6966000,30490902.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
30795000,8518000,1659000,180000,8,Freelance,18,4397000,26398000,17438758.49,Kurangi langganan aplikasi jasa yang jarang digunakan.
32723000,6961000,546000,788000,4,Student,51,10659000,22064000,11217311.95,"Sudah cukup hemat, pertahankan kebiasaan menabung."
8153000,2125000,647000,835000,8,Businessman,58,5680000,2473000,9746040.515,Kurangi langganan aplikasi jasa yang jarang digunakan.
8767000,2573000,412000,831000,6,Contract,28,4501000,4266000,8426378.297,Kurangi langganan aplikasi jasa yang jarang digunakan.
14353000,3122000,1125000,740000,4,Contract,24,7590000,6763000,11525591.66,"Kurangi makan di luar, coba masak sendiri di rumah."
45633000,10280000,1916000,562000,4,Businessman,65,24494000,21139000,21902056.73,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23956000,6936000,631000,809000,5,Businessman,27,15199000,8757000,14745341.53,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
39985000,15102000,1587000,190000,3,Freelance,23,33830000,6155000,22931093.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43688000,13363000,2865000,708000,6,Freelance,23,36286000,7402000,34304190.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
34363000,13040000,334000,248000,4,Businessman,27,8758000,25605000,18916202.08,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33834000,7523000,1299000,131000,3,Contract,37,14736000,19098000,13501894.07,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20051000,6090000,592000,722000,5,Contract,46,12640000,7411000,12861286.7,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
20306000,4225000,2610000,457000,0,Businessman,51,11790000,8516000,20170492.31,"Kurangi makan di luar, coba masak sendiri di rumah."
48213000,13982000,504000,771000,0,Businessman,50,31844000,16369000,25968059.48,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21945000,7495000,787000,401000,10,Full-time,23,6197000,15748000,13559410.71,Kurangi langganan aplikasi jasa yang jarang digunakan.
21614000,6830000,1187000,329000,0,Contract,19,7201000,14413000,12985571.67,"Sudah cukup hemat, pertahankan kebiasaan menabung."
13769000,3491000,839000,745000,3,Freelance,57,3227000,10542000,10722719.75,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23598000,5931000,393000,333000,6,Contract,64,12219000,11379000,9566759.159,Kurangi langganan aplikasi jasa yang jarang digunakan.
32267000,12586000,1266000,454000,3,Full-time,56,5946000,26321000,21450721.8,"Sudah cukup hemat, pertahankan kebiasaan menabung."
15182000,5323000,392000,582000,3,Freelance,36,11547000,3635000,10543223.24,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
11053000,2972000,484000,401000,9,Part-time,44,3816000,7237000,6579587.028,Kurangi langganan aplikasi jasa yang jarang digunakan.
30902000,7797000,2540000,672000,1,Contract,53,9103000,21799000,21004259.9,"Kurangi makan di luar, coba masak sendiri di rumah."
23448000,8262000,1596000,239000,9,Student,21,16163000,7285000,14502082.61,Kurangi langganan aplikasi jasa yang jarang digunakan.
17335000,3983000,1930000,111000,10,Freelance,48,7769000,9566000,13068939.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
12634000,3453000,433000,912000,5,Student,44,6560000,6074000,7866853.361,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
49651000,17379000,1766000,804000,4,Full-time,42,15210000,34441000,30857711.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43632000,13691000,1964000,585000,2,Full-time,48,13998000,29634000,27833233.46,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30855000,6762000,2497000,553000,0,Full-time,62,24086000,6769000,22049727.28,"Kurangi makan di luar, coba masak sendiri di rumah."
22281000,6004000,1044000,934000,1,Full-time,63,18338000,3943000,16664662.57,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23179000,8738000,2469000,608000,8,Full-time,42,10827000,12352000,22514684.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
21895000,8513000,1026000,623000,9,Businessman,51,18618000,3277000,16560082.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
36451000,8883000,1012000,316000,4,Student,23,29906000,6545000,11451702.18,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17249000,3986000,2513000,529000,3,Full-time,41,13029000,4220000,18847707.57,"Kurangi makan di luar, coba masak sendiri di rumah."
39658000,8052000,2883000,291000,4,Student,41,15975000,23683000,18208556.55,"Sudah cukup hemat, pertahankan kebiasaan menabung."
8025000,1679000,678000,805000,2,Full-time,31,7133000,892000,8894840.408,"Kurangi makan di luar, coba masak sendiri di rumah."
34520000,7072000,1785000,544000,9,Contract,34,22983000,11537000,16192548.57,Kurangi langganan aplikasi jasa yang jarang digunakan.
